71352	1605	0
35365	30619	120
196	63589	0
13034	162	3
40789	317	89
21797	189	31
31033	9518	48
8144	7981	0
1577	24110	3
39795	3602	90
37303	37199	106
35663	30053	120
31270	886	3
488	489	27
21844	9716	0
53292	53114	183
68669	28507	51
67932	189	31
38812	2462	1
39940	479	48
57487	47518	167
28336	28339	3
60295	39959	79
37951	4703	107
60606	3819	51
39698	7070	79
16150	1056	28
545	111	21
24010	13476	91
5014	78	23
44143	42730	155
5255	2865	1
62904	583	87
44691	42784	155
6252	250	3
16062	16063	13
64966	3603	78
7394	9643	13
4306	3269	1
30760	10623	12
60350	12770	113
26510	487	6
53691	53114	183
41133	8899	145
68207	687	189
1743	3	1
19380	44970	155
3	8524	1
38562	1375	107
3	16776	1
7085	392	0
66323	20550	78
57003	261	36
29892	886	3
22884	3	1
35587	2286	120
69595	7067	109
60475	20550	78
65933	39833	79
68859	24383	28
59621	25203	76
10104	487	6
67406	3368	0
72215	317	42
16769	3	1
36900	31688	106
12194	1	0
10989	1056	28
25490	379	46
24419	5706	13
64979	28689	79
14353	2051	10
69599	48	109
28813	8487	48
33729	78	129
50441	8942	164
9037	29768	48
47087	20550	162
9064	8384	3
1	21149	56
31772	4192	23
69138	21136	10
8699	3558	12
16197	13	6
61574	1706	29
66464	3085	80
34603	34602	45
39757	3602	90
53176	53114	183
7556	522	56
44836	42930	155
66004	20550	78
21176	12705	3
2596	36233	106
4426	664	1
30390	10623	12
1223	1	1
69587	9163	0
66842	7669	93
1046	21285	6
8465	234	1
41514	30835	146
1404	1406	1
21170	188	31
15754	886	3
39629	3602	90
5165	601	1
60667	12770	113
29159	3602	90
66248	1423	80
10348	595	48
65710	583	87
66962	27079	92
409	1179	1
64771	3085	80
25154	25155	27
3780	9646	29
37804	4076	0
37090	6602	1
12558	890	3
7680	143	24
40362	36914	89
20708	2596	3
14380	487	6
15329	15333	91
66081	20550	78
12669	890	3
40781	479	48
71235	3904	12
56723	3938	88
18954	15315	27
32914	36578	106
30908	7086	134
73360	8114	10
69629	69630	29
60354	9691	80
11439	398	0
66313	20550	78
29832	10623	3
56032	317	62
74236	487	6
30954	10623	13
65985	12770	113
71735	71737	43
64456	583	87
70295	7067	109
8847	8848	3
29751	391	3
65552	52442	92
57267	78	23
30392	7086	134
70805	13772	109
37412	277	61
60596	39453	93
36138	36139	106
18223	18225	3
620	162	3
57053	261	36
50714	78	23
38822	1332	1
29481	583	87
32765	32788	108
15169	15170	0
64837	52442	92
22248	2293	6
66938	12770	113
12466	12467	0
17507	15	1
12731	37106	106
1336	13	6
28313	28314	1
13439	2462	3
3283	3285	3
61579	61580	0
66642	20550	78
53608	53114	183
31048	4484	135
22585	583	87
12521	391	3
40165	3602	90
23668	5695	43
35497	12931	120
39714	479	48
72446	7059	12
53843	53114	183
44045	42861	155
67289	3603	78
65369	1047	80
66276	22939	78
524	664	1
20388	12727	1
75259	414	10
17723	1371	3
56940	261	36
1559	25325	3
66879	25203	76
74602	583	87
66851	66852	29
28159	3	1
60732	1047	80
48207	47865	170
70588	6998	109
20388	11381	0
65959	27080	92
3743	3742	13
47637	47638	167
8966	78	23
51975	6899	177
44799	42748	155
24018	13476	91
10163	162	3
64918	20550	78
1561	3603	91
59438	12770	113
38857	7374	106
62	61	0
65885	763	79
65627	1047	80
53286	53114	183
3835	8090	50
40084	3602	90
68099	7396	29
52323	583	87
18434	43880	155
36475	3687	1
11048	16	1
63055	63054	3
30529	10623	3
36034	1332	1
60135	35609	92
64935	3085	80
44692	42994	155
37016	3610	0
34942	33444	45
30238	391	3
74618	261	36
66258	1047	80
52053	48136	177
27504	143	24
50822	261	36
68912	583	87
66768	35609	92
20829	572	10
39644	1154	13
7018	1	186
68198	687	189
24170	1373	42
72193	4332	42
31155	29750	134
23195	8114	10
12581	29769	134
71599	71598	3
66026	12770	113
19862	392	48
61694	61659	95
18033	43235	155
59438	1047	80
44993	43824	155
12520	890	3
53872	53114	183
9528	234	1
29257	479	48
69378	60989	50
35683	2761	120
13382	3579	120
11381	487	6
64849	1047	80
24019	13476	91
9011	3563	135
11655	760	70
62877	143	24
44737	43266	155
38641	38642	106
18999	103	13
60766	12770	113
33013	581	138
68626	7566	70
1301	49820	1
68684	379	70
23237	3	1
62439	59913	95
1149	28	45
40861	3602	90
18321	2606	69
69224	2826	1
21990	6428	1
28401	204	1
28505	28506	51
851	1340	0
14327	595	48
26485	35976	106
66246	9690	79
2289	2296	1
67114	15329	79
65905	1561	79
22294	143	25
43354	42700	155
50188	3	1
23667	3269	1
65687	20550	78
43981	43982	155
22461	1504	10
30466	10623	12
14029	234	1
66615	15333	78
7957	7955	0
71993	1	62
5867	60399	51
12163	1673	12
58975	6899	177
921	1600	6
30867	29750	48
21298	20550	162
15329	9691	48
7484	7485	93
70479	7046	109
17447	17448	3
59007	6899	177
13789	3610	0
9906	250	3
70171	7067	109
4634	14827	1
30437	10623	13
5528	466	10
66285	15333	78
6244	925	3
69013	8911	10
15267	3	1
31037	29768	48
34561	7381	106
43840	43841	155
39459	1047	90
43503	43505	155
47534	47524	166
31886	78	136
55521	55522	21
56762	28478	88
67975	6998	109
13906	3	1
33608	3351	45
34115	8594	129
68773	687	189
9002	8971	13
73307	1504	10
41518	4332	42
41095	3602	90
71473	62937	0
41580	29847	42
56625	78	23
57749	8942	164
28336	28337	3
62657	51457	50
57805	47532	167
71067	71068	50
41530	2700	146
33670	989	129
59407	20550	78
29837	2558	48
50509	8942	164
47000	40161	73
30136	2558	134
69949	583	87
40477	760	65
33709	5633	129
26669	162	3
60589	12770	113
29938	10623	12
47674	8942	164
66978	12770	113
35886	5639	1
3231	29356	1
3	16773	1
38854	38855	106
70004	583	87
66599	20550	78
61275	48	0
196	63588	0
54152	53114	183
27784	135	1
54086	53114	183
13642	3	1
28404	3	1
23386	6280	0
59466	59467	95
65605	1561	79
43502	42720	155
13889	176	25
70882	583	87
74092	74093	65
61718	20828	95
58111	8942	164
31233	29792	134
37298	21529	1
35306	4678	120
15084	250	3
2724	6714	61
1415	1423	13
36399	31567	106
43331	43332	155
70611	56078	109
68803	28507	51
44311	44312	155
67731	143	24
43820	43821	155
21994	25594	29
64785	14827	32
30034	10623	3
19780	4087	45
57045	261	36
59880	7070	79
66545	20550	78
66396	20550	78
41488	38817	146
12144	2423	42
43467	42748	155
59953	27079	92
38065	31570	106
47582	9837	48
14986	1076	50
72637	1504	10
33802	21003	129
40162	36098	89
52059	9604	177
50350	50174	167
41680	1373	146
64793	20550	78
42978	42979	155
68249	68250	43
28366	250	3
72650	9813	42
65426	20550	78
66527	20662	92
30102	3708	134
46970	20550	162
57574	47729	167
70592	7035	109
1031	1032	29
40741	25510	90
1762	11039	3
66449	7677	93
29292	1154	13
62317	62318	95
27289	4386	89
4435	1331	3
30465	889	13
67270	39440	78
55980	432	10
34023	989	129
23562	3708	12
10092	3	1
64759	24011	93
15077	162	3
9918	444	6
64859	21009	79
70483	3500	109
23486	28	45
2540	13	6
8713	3558	3
30656	391	3
71809	446	51
4365	11695	61
65241	1047	80
57042	261	36
65510	1047	80
67004	1423	80
35568	3541	120
9726	9727	48
46968	20550	162
9047	8971	13
39486	1416	6
13248	1371	3
23678	4245	62
43565	42677	155
60596	12770	113
40722	35456	92
34083	4262	129
16073	143	24
24117	202	1
36379	32534	61
18930	48	0
57969	6569	166
69228	69229	0
67458	3	1
66865	22939	78
38298	32606	61
13324	3603	78
6004	189	31
7062	187	29
83	3717	3
66778	1689	76
40046	3602	90
67077	1047	80
68545	28507	51
65272	1047	80
3787	3610	0
45501	162	3
33538	261	36
61467	8414	50
57180	261	36
65115	12770	113
4355	190	3
38141	1375	108
59386	1047	80
17251	162	3
11261	2829	10
30135	29750	134
332	13	6
12728	8912	10
58978	6899	177
65249	20550	78
44484	44089	155
65902	40058	79
63041	63042	109
44055	43596	155
71238	70947	29
1696	1699	1
5763	1688	76
43862	42803	155
38202	190	1
40695	479	48
56774	56775	36
57966	8942	164
58011	57513	167
67164	12770	113
8919	3	1
65941	11171	79
66127	9691	80
10143	13	6
53315	53114	183
50046	47527	167
8142	3763	29
5782	39490	0
29297	1154	13
59936	927	70
10540	522	56
31967	78	23
15040	1706	29
30799	7086	48
53619	53114	183
16196	487	6
7394	11673	31
41	1698	1
68596	446	51
40977	3602	90
38343	2462	1
35727	4583	23
16336	3842	3
11166	487	6
61869	20362	95
3416	3	1
41460	989	42
9909	2051	10
34424	4262	129
65525	20550	78
71683	16700	51
56970	261	36
67567	67568	50
59855	6712	70
31296	391	3
64874	20550	78
66735	7070	79
40164	3603	91
392	12323	13
66853	20662	92
16598	250	3
65213	20550	78
27349	188	31
32868	37548	1
11583	111	21
35935	6075	1
65083	12770	113
10433	28	45
57595	8942	164
9644	83	89
19213	13	6
61025	52417	29
41554	3275	3
28458	7188	108
11824	886	3
50343	8942	164
30452	3708	134
37579	21525	1
70794	7020	109
11744	11742	0
70383	4028	109
30687	7086	48
68757	687	189
39897	1047	90
30150	4199	135
12741	7981	0
56644	78	23
9034	8971	13
59296	379	70
5600	1077	65
4557	6602	1
1422	1423	75
9328	583	87
21176	250	3
4443	5831	108
70291	55969	109
40173	3085	90
57976	47524	166
1054	59832	50
56121	317	62
41287	41238	145
905	3	1
27659	595	48
47595	18134	166
60158	20550	78
72047	72048	13
33923	33924	129
39218	2528	117
28317	73605	10
57845	18134	166
3351	7374	106
5444	1706	29
72592	4177	42
30251	10623	13
30948	29748	134
65873	35609	92
67227	12770	113
47049	1573	73
68945	68943	13
11670	51146	13
15972	13	6
40918	20550	78
50362	8942	164
57086	261	36
21828	21830	31
3687	3012	138
44000	44001	155
69452	7543	28
31237	10623	12
71961	317	42
67055	12770	113
8914	72855	3
11980	250	3
67732	7067	109
57565	8942	164
12325	21081	0
69056	7067	109
59408	927	70
12571	29769	48
11671	28507	51
67879	583	87
71077	46251	31
26693	3	1
35323	2700	120
61631	1721	24
29273	3602	90
30876	4229	135
16811	202	1
3262	8090	50
44791	44793	155
65725	20550	78
30684	4186	135
57839	8942	164
6364	43426	155
66106	3603	78
3376	3	1
34680	581	108
33928	4328	129
39588	3603	91
59256	12770	113
7557	1229	107
26558	379	46
31171	10623	12
70773	70774	109
67126	20550	78
65203	1047	80
4550	190	1
3658	78	23
57522	47469	166
54116	53114	183
30635	3708	134
64779	12770	113
1720	1722	25
30883	10623	12
59880	12770	113
65469	1689	76
70467	4028	109
20752	42700	155
34967	261	36
73358	414	10
67277	35326	92
10623	317	62
36711	31738	106
62739	59172	51
522	692	6
65948	12770	113
32873	1079	29
5431	1369	3
35236	1246	61
43666	43180	155
1214	1216	28
62737	1070	28
39537	3602	90
7138	479	48
68652	7052	0
50494	47524	166
58074	57552	167
30345	10623	12
40979	3602	90
69232	50	0
14759	188	31
65102	15328	79
10415	4671	42
12258	13	6
191	192	3
59791	12770	113
75330	143	24
10144	487	6
40339	2724	89
40928	4179	89
44313	43590	155
1422	1411	0
42822	42823	155
59270	7070	79
37992	69417	0
71167	583	87
19303	42755	155
72006	7407	42
31282	31283	135
43907	43337	155
14110	379	46
4205	1081	61
41592	2724	146
61043	3085	80
41526	2414	42
39740	479	48
66705	40735	79
62008	9341	28
17345	42815	155
27983	14451	21
30366	10623	3
66022	39720	92
74130	74131	48
70829	889	109
39490	3889	90
3001	3	1
7635	7637	13
44502	43499	155
67810	56215	109
30267	29750	134
9837	9835	3
31173	10623	3
65280	14341	93
60188	687	189
67923	3488	0
29175	4512	89
57663	47629	166
57594	47540	167
47940	47844	170
66716	1047	80
33756	12471	129
43922	42920	155
47031	1573	73
12134	8884	3
74719	56	1
32892	9578	61
66869	40132	79
8788	4109	24
17488	143	24
30221	29750	48
68752	687	189
21771	487	6
9065	8971	13
23695	42833	155
23019	13	6
14360	19078	0
72280	414	10
70793	7067	109
29186	479	48
21137	379	46
53161	53114	183
9644	1423	90
6296	15674	6
65144	1047	80
38577	379	107
4207	6602	1
61652	61653	95
6891	4262	89
40003	3602	90
23947	23948	27
29691	13	6
50452	8942	164
17403	3529	3
54027	53114	183
12002	315	1
75254	414	10
12698	1722	25
60895	3085	80
67349	188	31
39658	3085	90
2612	1	62
40909	3602	90
69654	583	87
43049	43050	155
34656	261	36
7895	3	1
2698	12860	6
31314	29769	48
41343	190	145
38982	32849	117
39789	3602	90
64982	1047	80
51738	2606	69
35392	4249	120
33484	143	141
71257	7017	29
75132	3	1
37182	3269	1
37324	31622	106
31752	4262	136
65491	1047	80
14468	14469	0
27025	1416	6
18915	479	3
65355	7752	93
10211	1248	138
40066	479	48
19790	250	3
37575	2852	61
50348	8942	164
65319	20550	78
34778	559	61
17829	143	24
22710	43670	155
31796	4600	136
59357	39833	79
27139	16	1
37137	10264	107
70566	48	109
14337	11917	0
8086	1371	3
32686	4739	107
41586	3328	146
57700	8942	164
47088	40161	73
21834	664	1
70463	889	109
34073	1456	61
4307	2560	1
5351	5352	3
53763	53114	183
35673	4640	120
43408	43409	155
67001	1690	79
65791	20550	78
51149	379	46
39850	4802	48
67079	1413	79
65014	1423	80
65623	3603	78
65822	3603	78
9146	162	3
28637	1062	3
36880	36881	106
65548	1689	76
8057	8073	3
24440	188	31
73185	11701	10
4199	36740	1
65683	7486	79
37525	32696	107
60804	39475	79
65114	20550	78
69038	50	0
72532	1024	42
2278	601	1
62370	61779	95
15214	595	48
68114	3407	70
45005	43070	155
74190	1163	48
68700	687	189
60313	687	189
41028	3602	90
27047	2461	3
17441	3	1
58119	3577	62
46874	20550	162
9551	1504	10
31020	10623	13
21603	1706	29
43868	43103	155
61650	59751	95
5867	11284	13
56725	6132	88
15041	143	24
47836	8942	164
38068	32784	107
44235	42677	155
31157	10623	12
40050	479	48
31099	3708	134
57159	261	36
21256	9730	10
30176	29769	48
1332	479	48
40502	39486	0
5470	18684	71
5364	601	1
56801	261	36
56873	261	36
40371	4802	90
59874	59303	51
40203	25510	90
70585	7048	109
67847	1	0
4139	559	1
16177	176	25
31854	261	36
9945	250	3
74584	135	1
23209	176	25
66875	3603	78
64916	3603	78
11663	2872	70
34020	4229	129
67702	63669	27
57091	261	36
21652	143	24
60060	12770	113
36571	31464	106
2236	1244	12
27689	143	24
35553	1	120
62356	15589	95
40314	3602	90
37688	559	3
39947	479	48
41588	7086	48
3721	315	1
49715	664	1
27515	27516	17
65385	20550	78
70784	70750	109
36024	4778	107
3202	16	1
55591	583	87
1154	29111	13
4470	2718	3
31876	78	136
50361	8942	164
5788	162	3
65994	3611	94
35571	3563	120
30216	11695	108
64857	1047	80
44570	42711	155
67932	143	24
56965	261	36
10443	11269	1
13526	111	21
46978	35825	73
68675	2852	70
12007	187	29
13732	2051	10
4590	3876	3
61582	583	87
51415	3	1
56897	261	36
48286	9604	170
24845	3	1
44435	44436	155
57896	15308	166
29717	2606	69
64983	20550	78
67204	10169	92
29918	29769	134
29475	1062	3
38588	38589	1
53982	53114	183
9177	4327	120
65593	20550	78
28689	1416	6
39838	4802	90
64967	3452	93
22874	1339	12
4804	4249	62
65059	14341	79
60760	20550	78
38845	37315	106
64966	1688	76
65807	12770	113
75050	135	1
42770	42771	155
29736	595	12
17160	35825	1
66779	8330	93
73207	1504	10
73795	13	6
4644	190	1
39917	479	48
13856	11595	1
70861	7067	109
36836	1	186
53767	53114	183
10332	162	3
5867	23180	13
70424	70425	0
44122	44123	155
60830	2158	13
14585	14588	43
51278	3	1
66083	1047	80
39264	579	0
41416	4416	146
34943	14619	45
6984	3	1
1042	6283	48
73199	317	42
65863	17198	79
1046	21302	6
29300	1154	13
53382	53114	183
30729	10623	3
12132	176	25
36484	1062	1
44809	44811	155
33371	317	141
59011	6899	177
13592	379	46
65705	7675	79
12796	6044	10
61494	61495	50
67111	20550	78
30197	10623	12
23524	23502	29
6397	3335	50
34925	4297	45
1414	1423	90
65083	20550	78
44178	43533	155
33954	78	129
68451	10211	70
33985	33986	129
38329	760	1
35102	3717	29
36751	2368	107
61284	21197	79
49391	324	43
65799	8330	79
21169	7347	3
1224	162	3
67768	6998	109
34385	28196	129
71915	71874	0
40754	3602	90
40389	3602	90
69292	56061	109
14709	487	6
13021	6602	32
75462	143	45
2413	392	48
65473	20550	78
23735	324	43
29111	479	48
37522	3269	1
64445	446	50
14450	162	3
41623	4171	146
59730	7070	93
55492	5767	21
50869	190	3
22419	760	65
65891	13443	93
70787	56078	109
70613	50	29
66397	9691	80
20328	14376	3
65473	187	29
32971	4961	3
28762	234	1
61815	60746	95
70737	4028	109
24230	27290	89
32689	39283	144
66850	1047	80
32080	4332	136
57667	8942	164
1297	3	1
47527	71426	13
1559	18015	3
47742	8942	164
5297	643	3
59605	3085	75
47828	18117	164
65811	22419	79
37236	6712	61
27540	143	24
16283	40950	92
446	3	1
29206	3602	90
2109	1631	6
70257	5645	109
12264	890	3
16172	1056	28
38679	23810	61
5447	3687	29
16492	250	3
22298	3	1
17986	143	24
4061	190	3
11480	43052	155
65979	3085	80
70225	48	109
11716	189	71
35850	8792	1
19761	143	25
37505	27084	61
31941	4262	136
38196	409	1
11329	1180	1
60709	12770	113
38362	39314	144
71056	13	6
57325	78	23
41655	1373	146
70727	1	29
7482	7483	3
72303	317	62
56987	261	36
58675	847	3
2549	915	1
72783	1605	48
56932	261	36
40880	1414	0
31011	4640	135
10059	664	1
7920	7921	10
57491	5234	166
62529	22467	50
9594	487	6
19173	324	43
30273	3708	134
7215	487	6
57138	261	36
535	760	65
39674	39675	13
7268	3528	3
65570	3611	94
33601	78	23
29032	3	1
43465	43466	155
41044	6132	89
22629	664	1
5498	31554	106
64906	15319	79
29860	29750	134
59885	583	87
71777	3819	51
51039	379	46
1334	204	1
15040	1339	12
43315	43316	155
21042	9691	90
16336	7220	3
35592	4318	120
54140	53114	183
66901	12770	113
31144	10623	13
6041	3743	13
52467	261	36
68902	3346	42
16888	16889	3
38617	2528	1
34682	34683	45
30097	29748	134
50878	32855	1
68661	2300	70
5051	3	1
17798	282	21
29914	2558	134
62173	59751	95
36077	32693	107
30515	29748	48
40911	39462	29
65786	1047	80
73208	190	65
39491	3603	91
66831	22388	50
12797	190	1
6246	775	48
71305	143	24
31144	29750	48
62795	176	25
30154	29769	134
5999	162	3
3823	479	48
65286	1689	76
36530	6714	3
30670	989	135
33760	32766	129
38089	38090	106
60618	20550	78
42644	3	1
31087	29792	134
56783	78	23
10695	143	24
73361	10999	42
33831	8594	129
66770	6078	92
2223	162	3
67219	20550	78
65692	35667	92
60839	20550	78
65156	20550	78
72548	2051	10
65118	12770	113
67173	1047	80
56953	261	36
28686	28687	50
19803	8114	10
50277	8942	164
8969	143	25
60312	12770	113
1700	1673	12
67242	13476	78
40072	643	48
990	890	3
46910	1573	73
39137	5093	117
5610	5613	48
6552	66	17
66974	21042	79
68178	3819	51
3535	3534	155
4562	2852	61
65074	12770	113
20735	3	1
64995	39440	78
23241	17024	32
7070	20550	91
54114	53114	183
61623	583	87
66807	20550	78
68812	446	51
33032	31554	106
22647	261	36
57584	57585	167
7359	522	56
67444	7070	29
29263	1154	13
160	15	1
5867	9643	13
9362	479	12
45994	528	48
65481	20550	78
43740	42700	155
70727	6998	109
1412	1416	6
74543	74544	3
68374	927	70
16492	162	3
1269	2159	13
30038	29750	134
56053	36730	13
40707	1154	13
68054	14159	29
29283	1154	13
74505	143	25
15353	7	3
9586	3	1
73542	572	10
28492	28498	10
60563	616	0
71886	583	87
53310	53114	183
62820	444	6
57559	6888	167
12588	29769	134
69536	69537	50
1	36850	1
75028	7543	28
1269	2157	13
69948	487	6
30961	10623	12
70667	55973	109
33682	989	129
48217	47883	170
12577	890	3
36479	1080	1
66934	35538	92
71042	923	70
40104	2724	89
44963	42700	155
13239	36	10
184	67815	29
6296	15649	6
65522	15097	79
70646	4028	109
28951	2606	69
56691	56692	88
66715	12770	113
33678	317	129
9302	1	3
52471	11380	88
43028	42720	155
59398	3085	80
16879	3	1
15074	143	24
33233	78	23
59690	1047	80
66890	39440	78
18927	9749	0
38963	5093	117
69933	69932	3
35394	7385	120
66533	42184	94
29547	522	56
64926	3085	80
40161	1047	90
3963	4781	107
60754	15333	78
68913	583	87
25967	234	1
23307	3	1
